0.0100	1.6072
0.0139	1.3616
0.0179	1.2025
0.0218	1.0887
0.0258	1.0022
0.0297	0.9336
0.0336	0.8774
0.0376	0.8303
0.0415	0.7901
0.0455	0.7552
0.0494	0.7246
0.0533	0.6975
0.0573	0.6732
0.0612	0.6513
0.0652	0.6314
0.0691	0.6133
0.0730	0.5966
0.0770	0.5813
0.0809	0.5670
0.0848	0.5538
0.0888	0.5415
0.0927	0.5300
0.0967	0.5192
0.1006	0.5090
0.1045	0.4994
0.1085	0.4904
0.1124	0.4818
0.1164	0.4737
0.1203	0.4659
0.1242	0.4586
0.1282	0.4516
0.1321	0.4449
0.1361	0.4385
0.1400	0.4323
0.1439	0.4265
0.1479	0.4208
0.1518	0.4154
0.1558	0.4102
0.1597	0.4052
0.1636	0.4004
0.1676	0.3957
0.1715	0.3912
0.1755	0.3869
0.1794	0.3827
0.1833	0.3786
0.1873	0.3747
0.1912	0.3709
0.1952	0.3672
0.1991	0.3636
0.2030	0.3601
0.2070	0.3567
0.2109	0.3535
0.2148	0.3503
0.2188	0.3472
0.2227	0.3442
0.2267	0.3412
0.2306	0.3384
0.2345	0.3356
0.2385	0.3329
0.2424	0.3302
0.2464	0.3276
0.2503	0.3251
0.2542	0.3226
0.2582	0.3202
0.2621	0.3179
0.2661	0.3156
0.2700	0.3133
0.2739	0.3111
0.2779	0.3089
0.2818	0.3068
0.2858	0.3048
0.2897	0.3028
0.2936	0.3008
0.2976	0.2988
0.3015	0.2969
0.3055	0.2951
0.3094	0.2932
0.3133	0.2914
0.3173	0.2897
0.3212	0.2880
0.3252	0.2863
0.3291	0.2846
0.3330	0.2830
0.3370	0.2814
0.3409	0.2798
0.3448	0.2782
0.3488	0.2767
0.3527	0.2752
0.3567	0.2737
0.3606	0.2723
0.3645	0.2709
0.3685	0.2695
0.3724	0.2681
0.3764	0.2667
0.3803	0.2654
0.3842	0.2641
0.3882	0.2628
0.3921	0.2615
0.3961	0.2603
0.4000	0.2590
